File;Chapter;Paragraph;LLM response
22261-j30;7.6.1	AR/VR;Audio-visual interaction is characterised by a human being interacting with the environment or people, or controlling a UE, and relying on audio-visual feedback. In the use cases like VR and interactive conversation the latency requirements include the latencies at the application layer (e.g. codecs), which could be specified outside of 3GPP.;POSSIBLE
22261-j30;7.6.1	AR/VR;NOTE: 	The motion-to-photon latency is defined as the latency between the physical movement of a user's head and the updated picture in the VR headset. The motion-to-sound latency is the latency between the physical movement of a user's head and updated sound waves from a head mounted speaker reaching their ears.;POSSIBLE
22261-j30;7.6.1	AR/VR;To support interactive task completion during voice conversation, the 5G system shall support low-delay speech coding for interactive conversational services (100 ms, one-way mouth-to-ear).;POSSIBLE
22261-j30;7.9	KPIs for ranging based services;-	Latency: time elapsed between the event that triggers the determination of the ranging-related data and the availability of the ranging-related data at the ranging system interface. ;POSSIBLE
22261-j30;8.9	Data security and privacy;The 5G system shall support encryption for URLLC services within the requested end-to-end latency.;POSSIBLE
22261-j30;D.1.0		General;In a closed-loop control application, the controller periodically submits instructions to a set of sensor/actuator devices, which return a response within a so-called cycle time. The messages, which are referred to as telegrams, are typically small (≤ 56 bytes). The cycle time can be as low as 2 ms, setting stringent end-to-end latency constraints on telegram forwarding (≤ 1 ms). Additional constraints on isochronous telegram delivery add tight constraints on the lateness (1 s), and the communication service has also to be highly available (99,9999%). ;POSSIBLE
22261-j30;D.1.0		General;A typical industrial closed-loop motion control application is based on individual control events. Each closed-loop control event consists of a downlink transaction followed by a synchronous uplink transaction, both of which are executed within a cycle time. Control events within a manufacturing unit might need to occur isochronously. Factory automation considers application layer transaction cycles between controller devices and sensor/actuator devices. Each transaction cycle consists of (1) a command sent by the controller to the sensor/actuator (downlink), (2) application-layer processing on the sensor/actuator device, and (3) a subsequent response by the sensor/actuator to the controller (uplink). Cycle time includes the entire transaction from the transmission of a command by the controller to the reception of a response by the controller. It includes all lower layer processes and latencies on the radio interface as well the application-layer processing time on the sensor/actuator.;POSSIBLE
22261-j30;D.2.0		General;"The related use cases require support of a large number of sensor devices per plant, as well as high communication service availability (99,99%). Furthermore, power consumption is relevant since some sensor devices are battery-powered with a targeted battery lifetime of several years (while providing measurement updates every few seconds). Range also becomes a critical factor due to the low transmit power levels of the sensors, the large size of the plant, and the high-reliability requirements on transport. End-to-end latency requirements typically range between 10 ms and 1 s. User-experienced data rates can be rather low since each transaction typically comprises less than 256 bytes. However, there has been a shift from field busses featuring somewhat modest data rates (~ 2 Mbit/s) to those with higher data rates (~ 10 Mbit/s) due to the increasing number of distributed applications and ""data-hungry"" applications. An example for the latter is the visual control of production processes. For this application, the user experienced data rate is typically around 10 Mbit/s and the transmitted packets are much larger than what was stated earlier.";POSSIBLE
22261-j30;D.2.0		General;The use of licensed spectrum could overcome the vulnerability to same-band interference and therefore enable higher reliability. Utilization of licensed spectrum can be confined to those events where high interference bursts in unlicensed bands jeopardizes communication service availability and end-to-end latency constraints. This allows sharing the licensed spectrum between process automation and conventional mobile services.;POSSIBLE
22261-j30;D.3.0		General;Process automation has much in common with factory automation (see clause D.2). Instead of discrete products (cars, chocolate bars, etc.), process automation addresses the production of bulk products such as petrol and reactive gases. In contrast to factory automation, motion control is of limited or no importance. Typical end-to-end latencies are 50 ms. User-experienced data rates, communication service availability, and connection density vary noticeably between applications. Below, we describe one emerging use case (remote control via mobile computational units, clause D.3.1) and a contemporary use case (monitoring, clause D.3.2).;POSSIBLE
22261-j30;D.4.1.0		Overview;"A use case that could also be realised in the future is fault isolation and system restoration (FISR). FISR automates the management of faults in the distribution grid. It supports the localization of the fault, the isolation of the fault, and the restoration of the power delivery. For this kind of automation, the pertinent sensors and actuators broadcast telegrams about their states (e.g., ""emergency closer idle"") and about actions (e.g., ""activating closer"") into the backhaul network. This information is used by the ring main units (RMUs) as input for their decision algorithms. We illustrate this use of automation telegrams for an automated FISR event in figure D.4.1.0-1. Let us assume the distribution lines are cut at the location indicated by the bolt of lightning in the figure. In that case, the RMUs between the bolt and the green load switch (open) will be without power. The RMUs next to the ""bolt"" automatically open their load switches after having sensed the loss of electric connectivity between them. They both broadcast these actions into the backhaul network. Typically, these telegrams are repeated many times while the time between adjacent telegrams increases exponentially. This communication patterns leads to sudden, distributed surges in the consumed communication bandwidth. After the RMUs next to the ""bolt"" have opened their switch, the RMU that so far has kept the power line ring open (green dot in figure D.4.1.0-1) closes the load switch. This event too is broadcasted into the backhaul network. The typical maximum end-to-end latency for this kind of broadcast is 25 ms with a peak experienced data rate of 10 Mbit/s. Note that the distribution system typically subscribes to telegrams from all RMUs in order to keep abreast with the happenings in the distribution grid. ";POSSIBLE
22261-j30;D.4.2.0		Overview;This kind of automation requires very low end-to-end latencies (5 ms) [16] and―due to its critical importance for the operation of society―a very high communication service availability (99,9999%).;POSSIBLE
22261-j30;D.5.0 	General;RSUs are connected to the traffic control centre for management and control purposes. They broadcast, e.g., traffic light information (RSU  vehicle) and traffic information from the traffic-control centre (TCC) via the RSU to the vehicles (TCC  RSU  vehicle). RSUs also collect vehicle probe data for the traffic control centre (vehicle  RSU  TCC). For reliable distribution of data, low-latency and high-capacity connections between RSUs (e.g. traffic lights, traffic signs, etc.) and the TCC are required. This type of application comes with rather tight end-to-end latency requirements for the communication service between RSU and TCC (10 ms), since relayed data needs to be processed in the TCC and, if needed, the results are forwarded to neighbouring RSUs. Also, the availability of the communication service has to be very high (99,9999%) in order to compete with existing wired technology and in order to justify the costly deployment and maintenance of RSUs. Furthermore, due to considerably large aggregation areas (see clause D.5.1), considerable amounts of data need to be backhauled to the TCC (up to 10 Mbit/s per RSU).;POSSIBLE
22261-j30;F.1	QoS monitoring for assurance;The start time and the duration of the QoS monitoring is specified in the parameter observation time interval, which is exchanged between the customer, for instance an application consuming a communication service, and the provider (for instance a private 5G network providing a communication service). The observation time interval is the time interval during which a series of measurements is conducted. In the context of QoS monitoring, these are the measurements necessary for assessing the QoS of communication services, for instance the measurement of end-to-end latencies.;POSSIBLE
22262;4.1	General;Massive Internet of Things (MIoT) is one of key market segments of 5G. The typical IoT device communication is sending and receiving small data which can be delivered just in a message. Today SMS is used as message enabler for some IoT applications. However, SMS has limitation in term of service capabilities (e.g. 140 bytes payload) and performance (e.g. long latency), in addition, the overhead of control plane resource is high. There have been enhancements and optimizations on the 3GPP network capabilities to facilitate IoT applications including device triggering, small data transfer, and Non IP Data Delivery (NIDD) etc.;POSSIBLE
22262;5.1.1	Description;The MSGin5G Service enables various message communication models with advanced service capabilities and performance. In addition to point-to-point, application-to-point, group and broadcast message communication are supported in the MSGin5G Service. To meet the requirements of remote control, the MSGin5G Service needs to provide very low end-to-end latency and high reliability of message delivery.  ;POSSIBLE
22262;5.1.2	Requirements;[R-5.1.2-001] The MSGin5G Service shall support UE sending and receiving a text or data message with end-to-end latency less than [500] ms.;POSSIBLE
22262;5.3.1	Description;One type of devices need to report data to the application server in a scheduled way (e.g. every hour). Another type of devices need to be reachable by the application server in a non-scheduled way, e.g. the server updates the configuration of the device. An IoT device that is powered by batteries or small solar photovoltaic equipment, needs to access the MSGin5G Service in the whole lifecycle (e.g. 10 years), which requires the MSGin5G Service be very light weight in power consumption. The AOMT messages are time sensitive. The MSGin5G Service needs to support low latency delivery of AOMT messages.;POSSIBLE
22262;5.3.2	Requirements;[R-5.3.2-003] The MSGin5G Service shall support Application Originated Mobile Terminated messaging service with max latency of 10 seconds while maintaining battery life of at least 3 months for small data traffic once every hour and typical sized IOT battery [200-500mAh].  ;POSSIBLE
22262;5.5.1	Description;The MSGin5G Service for MIoT needs to support broadcast message delivery in order to handle the massive communications efficiently without long latency. The receivers of broadcast messages can be all UEs within a cell or multiple cells. The broadcast areas can be configured according to the policy of application.;POSSIBLE
22262;5.5.2	Requirements;[R-5.5.2-001] The MSGin5G Service shall support broadcasting a text or data message with end-to-end latency less than [500] ms.;POSSIBLE
22262[1];4.1	General;Massive Internet of Things (MIoT) is one of key market segments of 5G. The typical IoT device communication is sending and receiving small data which can be delivered just in a message. Today SMS is used as message enabler for some IoT applications. However, SMS has limitation in term of service capabilities (e.g. 140 bytes payload) and performance (e.g. long latency), in addition, the overhead of control plane resource is high. There have been enhancements and optimizations on the 3GPP network capabilities to facilitate IoT applications including device triggering, small data transfer, and Non IP Data Delivery (NIDD) etc.;POSSIBLE
22262[1];4.1	General;Nevertheless, the characteristics of MIoT devices including high density connection, flexible mobility, saving power, limited computing capability, bulk of devices, and traffic pattern of short burst of small data will bring various new demands on message communication, e.g. light weight message communication for provision and monitoring, ultra low latency and high reliability message communication for remote control, and extremely high resource efficiency for large scale connections.;POSSIBLE
22262[1];5.1.1	Description;The MSGin5G Service enables various message communication models with advanced service capabilities and performance. In addition to point-to-point, application-to-point, group and broadcast message communication are supported in the MSGin5G Service. To meet the requirements of remote control, the MSGin5G Service needs to provide very low end-to-end latency and high reliability of message delivery.  ;POSSIBLE
22262[1];5.1.2	Requirements;[R-5.1.2-001] The MSGin5G Service shall support UE sending and receiving a text or data message with end-to-end latency less than [500] ms.;POSSIBLE
22262[1];5.3.1	Description;One type of devices need to report data to the application server in a scheduled way (e.g. every hour). Another type of devices need to be reachable by the application server in a non-scheduled way, e.g. the server updates the configuration of the device. An IoT device that is powered by batteries or small solar photovoltaic equipment, needs to access the MSGin5G Service in the whole lifecycle (e.g. 10 years), which requires the MSGin5G Service be very light weight in power consumption. The AOMT messages are time sensitive. The MSGin5G Service needs to support low latency delivery of AOMT messages.;POSSIBLE
22262[1];5.3.2	Requirements;[R-5.3.2-003] The MSGin5G Service shall support Application Originated Mobile Terminated messaging service with max latency of 10 seconds while maintaining battery life of at least 3 months for small data traffic once every hour and typical sized IOT battery [200-500mAh].  ;POSSIBLE
22262[1];5.5.1	Description;The MSGin5G Service for MIoT needs to support broadcast message delivery in order to handle the massive communications efficiently without long latency. The receivers of broadcast messages can be all UEs within a cell or multiple cells. The broadcast areas can be configured according to the policy of application.;POSSIBLE
22262[1];5.5.2	Requirements;[R-5.5.2-001] The MSGin5G Service shall support broadcasting a text or data message with end-to-end latency less than [500] ms.;POSSIBLE
22263;4.2.1	System latency;The overall system latency has an important impact on the applications that this specification targets. In video production, overall system latency is referred to as imaging system latency and has an impact on the timing of synchronized cameras. For audio applications, overall system latency is referred to as mouth to ear latency and it is critical to maintain lip sync and avoid a performer to be put off by hearing their own echo. Finally, in medical applications the system latency impairs the achievable precision at a given gesture speed as it translates the time needed to traverse the whole imaging system into a geometrical error of the instruments position. ;POSSIBLE
22263;4.3	AV production ;The performance aspects that are covered in this document also target the latency that these services experience. Since these applications involve physical feedback on performances that are happening live, the latency requirements are very strict. One example is the transmission on professional microphones and in-ear monitors. These systems provide feedback for what the musicians are playing, and even small delays may affect their sensation of timbre, and ability to keep to the tempo of the music. ;POSSIBLE
22263;4.4	Medical applications;The same type of images as in hybrid rooms is assumed when considering a communication over a PLMN although with different tradeoffs on image resolution, end to end latency and compression algorithms. The key here is to allocate the necessary high priority resources fulfilling SLAs suitable to the transport of medical data (with special care taken on medical data integrity and confidentiality) over a geographical area covering the place where the care is delivered.;POSSIBLE
22263;5.6	Multi-network connectivity and service delivery ;The 3GPP system shall be able to enable a UE to receive low-latency downlink multicast traffic from one network (e.g. NPN), and paging as well as data services from another network (e.g. PLMN) simultaneously.;POSSIBLE
22281;4.1	Description of the MCVideo service;MCVideo defines a service for Mission Critical video communication using 3GPP transport networks. Mission Critical refers to meeting the needs of agencies providing Public Safety services such as, but not limited to, Police, Fire and Ambulance services. Those needs include high reachability, availability and reliability of the service, low latency, real-time operating capabilities, highly secured operations, inter-operability with other services and systems, private and group communications, handling of emergencies and ability to provide prioritization, pre-emption, queuing and QoS. Although the service is designed for transport over commercial and dedicated 3GPP networks it is not expected to be limited to use over 3GPP networks. However, performance over other transport networks has not been considered when producing this document.;POSSIBLE
22281;5.1.1.1	Operational recommendations and requirements for video codecs for the MCVideo service;[R-5.1.1.1-003] The video codecs for the MCVideo service should be able to work effectively in an environment that allows for the transfer of stored or just acquired video information or both, including the capability of rapidly trading image resolution and chromaticity for transfer latency and bandwidth. ;POSSIBLE
22281;5.1.1.3.1	Description;Although MCVideo requires low latency video streams not all video streams need to comply with the same low latency. There are some situations where the latency is less important but it is very important to capture what is visible in front of the camera at the precise time. These different requirements do not necessarily relate to the level of situational Emergency and so there is a difference in a MCVideo service between Emergency and urgency.;POSSIBLE
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in an aerial unmanned vehicle, during take-off and landing, the video control latency shall remain under 100 ms.;POSSIBLE
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in an aerial unmanned vehicle, while flying, the video control latency shall remain under 300 ms.;POSSIBLE
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in an aquatic or submarine unmanned vehicle, the video control latency shall remain under 500 ms.;POSSIBLE
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in a terrestrial unmanned vehicle moving at less than 120km/h, the video control latency shall remain under 400 ms.;POSSIBLE
22281;5.1.5.2	Requirements;[R-5.1.5.2-006] The MCVideo service shall provide a latency of the video transmission less than 500 ms when the video is used by the pilot.;POSSIBLE
22282;6.1.2.1.2	Requirements;NOTE: 	At this stage of the work, the latency is an end to end latency. The split between network latency and robot latency is left for stage 2. The latency is measured between the action of the pilot and the movement of the robot (not only MCData Service).;POSSIBLE
22289;4.4.2	Requirements;[R4.4.2-1] High priority communication services, especially their end-to-end latency and availability, shall not be affected by communication services of lower priority running in parallel.;POSSIBLE
22289;5.2.2	Scenarios and KPIs for main line;End-to-end latency and reliability of the communication scenarios listed in Table 5.2.2-1 shall be applied separately from the individually used priority of the communication.;POSSIBLE
22289;6.2.1	Overview;Low latency and high reliability, high communication service availability, and dependability of communication are important service and performance requirements for mass transit train control (MTTC) such as communication based train control (CBTC). They are necessary to provide high grades of automation such as necessary for e.g. driverless trains. Furthermore, trains will simultaneously exchange control information and status information with the responsible traffic management system on the ground. ;POSSIBLE
22289;6.2.2.2	Scenarios and KPIs for rail-bound mass transit;"A communication service is considered unavailable in case an expected message is not received within a specified time, which, at minimum, is the sum of maximum end-to-end latency and survival time. The end point in ""end-to-end latency"" is assumed to be the communication service interface between the application and the 5G system (cf. TS 22.104 [7] Annex C). ";POSSIBLE
22468;5.1.2	Performance;The system should provide a mechanism to support a Group Communication end-to-end setup time less than or equal to 300ms. It is assumed that this value is for an uncontended network, where there is no presence checking and no acknowledgements requested from Receiver Group Member(s). The end-to-end setup time is defined as the time between when a Group Member initiates a Group Communication request on a UE and the point when this Group Member can start sending start sending a voice or data communication.;POSSIBLE
22468;5.1.2	Performance;The time from when a UE requests to join an ongoing Group Communication to the time that it receives the Group Communication should be less than or equal to 300ms. ;POSSIBLE
22468;5.1.2	Performance;Note: 	The 300 ms indicated in the preceding requirements is based on requirements from ETSI ETR 086 [8] for legacy TETRA mission critical voice systems. It is understood that these requirements are particularly important for half duplex voice communication and other data that is delay sensitive. These requirements may not be met in some cases where the data is delay insensitive e.g., a large document and/or where the type of Group Communication requires acknowledgement(s) from Receiver Group Members before it is allowed to proceed. ;POSSIBLE
22468;5.1.2	Performance;The end to end delay for media transport for Group Communications should be less than or equal to 150 ms [6, 7]. ;POSSIBLE
22468;A.1.3.3	Service Flow 3 – Call start;Oscar initiates a call to the group on his UE. The system sets the call up. Oscar receives an indication that the call is set up, and he may talk, within 300 ms of initiating the call setup. Other group members, irrespective of their location relative to Oscar and irrespective of the number of users who have joined the group, receive an indication that a call is starting within 300 ms of Oscar initiating the call setup.;POSSIBLE
22837-j00;5.19.3	Service Flows;The 5G system will identify the set of sensing group members that provide the AS with sensor information that are in the proximity of UE(c). The 5G system will strive to synchronously locate 4 or more devices, to be localized within 10cm of accuracy, with accuracy of measurement within 5 ms of synchronization.;POSSIBLE
22837-j00;5.19.3	Service Flows;UE (c) requests to obtain combined sensing results from the AS/sensing group. The sensors must be within proximity and their locations are known with great accuracy (within 10cm in 3D), with accuracy of measurement within 5 ms of synchronization.;POSSIBLE
22837-j00;5.19.3	Service Flows;UE (b) is mobile and its position varies. UE (c) must identify its position with sufficient accuracy to interpret the sensing result meaningfully. Since UE (b) is mobile, its position and movements must be tracked to provide accuracy up to 10 cm, with accuracy of measurement within 5 ms of synchronization.;POSSIBLE
22837-j00;5.19.3	Service Flows;Later, UE (b) returns to proximity of UE (c). UE (c) identifies that UE (b) has joined the sensing group, including its position within 10 cm, with accuracy of measurement within 5 ms of synchronization.;POSSIBLE
22837-j00;5.19.6	Potential New Requirements needed to support the use case;[PR 5.19.6-1]	Based on third-party request, the 5G system shall be able to discover a suitable sensing group where sensing transmitters and receivers are within 100m range to be localized within 10cm of accuracy, with accuracy of sensing measurement process within 5 ms of synchronization.;POSSIBLE
22837-j00;5.25.1	Description;To identify multiple users in the room, in the horizontal dimension, the resolution requires to distinguish objects as large as 0.5m. With higher accuracy on distance, each user in the room can be identify with a more accurate location such as 0.2m, the light and audio can target the user better [30]. If the results are accurate but out of date due to the movement of the user, this will also degrade the experience as the cosy zone is lagging the movement of the user. Consider the audio field and lights are adjusted in an area with 1.5m * 1.5m, to avoid the experience deterioration, the service latency should smaller than 0.5m/2m/s, i.e., 250ms. To track the user’s movement, the results need to be refreshed in 250ms, i.e., 4 times per second (4 Hz).;POSSIBLE
22837-j00;5.29.1	Description;As a new way of human-device interface, gesture recognition enables a more intuitive interaction between humans and machines, compared to the conventional text or GUI-based interfaces. Common applications of gesture recognition include touchless control of mobile devices, such as smartphones, laptops, and smart watches. Compared to other use cases, such as sports monitoring or sleep monitoring, gesture recognition requires higher resolution, higher update rate, and lower latency, which makes it more challenging in terms of resource utilization and processing complexity. ;POSSIBLE
22837-j00;5.32.1	Description;In view of the above, the 5G system shall serve the implementation of a smart factory by means of a reliable data connectivity (e.g., the low-latency and reliable AGV/AMR to command center connection) and positioning of the involved AGV/AMR UE devices. Furthermore, the 5G system sensing services can be utilized to augment the environment awareness by means of detecting and locating the non-connected objects (e.g., obstacles such as trash box, or safety-sensitive objects such as human, etc.).;POSSIBLE
22843-j00;5.2.3		Service Flows;4.	UTM checks with 5G system for required and needed QoS information in predictions/statistics (e.g. end-to-end latency, QoE) along required and possible flight paths.;POSSIBLE
22843-j00;5.2.6		Potential New Requirements needed to support the use case;[P.R 5.2.6-001] Based on operator’s policy, the 5G system shall be able to support a method to predict network conditions and QoS (e.g. bitrate, latency, reliability) along a continuous geographic planned flight path of a UAV at specific times of its expected flight duration. ;POSSIBLE
22843-j00;5.2.6		Potential New Requirements needed to support the use case;[P.R 5.2.6-002] Based on operator’s policy, the 5G system shall be able to provide UTM with the information about geographic areas where UAV service requirements could or could not be met based on predicted network conditions and QoS (e.g. bitrate, latency, reliability).;POSSIBLE
22843-j00;5.4.5		Existing features partly or fully covering the use case functionality;[R-5.2.1-002] The 3GPP system shall be able to deliver route modification information received from a UTM to a UAS with a latency of less than 500ms.;POSSIBLE
22843-j00;5.4.5		Existing features partly or fully covering the use case functionality;[R-5.2.1-003] The 3GPP system shall be able to deliver the notifications received from a UTM to a UAV controller with a latency of less than 500ms.;POSSIBLE
22843-j00;5.6.6		Potential New Requirements needed to support the use case;[P.R 5.6.6-001] Based on operator’s policy, the 5G system shall be able to provide a method to monitor and provide a 3rd party with information about network conditions and QoS (e.g. bitrate, latency, reliability) along a UAV flight path.;POSSIBLE
22843-j00;5.8.1		Description;In such scenario, when there is available coverage from both NWs, SafeSky can configure their UAVs to transfer C2 traffic with a local UAV-Controller (UAV-C) via the ad-hoc PLMN1/NPN (most suitable for low volume/data rate, but very stringent real-time latency and reliability), while less critical user data is exchanged with the UAV Supplier Service (USS) and UTM via the wide-area PLMN2 coverage. This is illustrated, at high level, in Figure 5.8.1-1, where PLMN1/NPN is the local NW and PLMN2 is the wide area network.;POSSIBLE
22851-j00;5.5.5	Existing Features partly or fully covering Use Case Functionality;User plane should be more efficient for 5G to support differentiated requirements. On one hand, a Service Hosting Environment located inside of operator's network can offer Hosted Services closer to the end user to meet localization requirement like low latency, low bandwidth pressure. These Hosted Services contain applications provided by operators and/or trusted 3rd parties. On the other hand, user plane paths can be selected or changed to improve the user experience or reduce the bandwidth pressure, when a UE or application changes location during an active communication.;POSSIBLE
22856-j00;4	Overview;-	Support for synchronization of different data streams and predicted network conditions (especially latency) to enable immersive remote collaboration despite significant distance and therefore communication delay between participants (see 5.9).;POSSIBLE
22856-j00;5.2.5	Existing features partly or fully covering the use case functionality;The QoS framework of 5G system supports low latency, high reliability or high data rate transmission of data traffic.;POSSIBLE
22856-j00;5.8.6	Potential New Requirements needed to support the use case;[PR 5.8.6-1] The 5G system shall provide the capability of reducing the differences between different mobile metaverse services communication performance for a given UE to prevent inconsistency of experience due to XR media with divergent or conflicting characteristics, e.g., resolution, latency or packet loss.;POSSIBLE
22856-j00;5.9.1 	Description;The distance between the users, e.g., the distance between USA and China is around 11640 Km, determines minimum communication latency, e.g., 11640/c = 38 msec. This latency might also be higher due to different causes such as, e.g., hardware processing. This latency might also be variable due to multiple reasons, such as, e.g., congestion or delays introduced by (variable processing time of) hardware components such as sensors or rendering devices. Since this value maybe too high and variable for a truly immersive joint location agnostic metaverse service experience, each of the deployed avatars includes one or more predictive models of the person it represents and that allow rendering in the local edge server a synchronized predicted (current) digital representation (i.e. avatar) of the remote users. Similar techniques have been proposed for example in [28]. ;POSSIBLE
22856-j00;5.9.1 	Description;Figure 5.9.1-1 shows an exemplary scenario in which a MECS at location 3 (USA) runs the predictive models of remote users (Yong and Lukas) and takes as input the received sensed data from all users (Yong, Lukas, and Bob) as well as the current end-to-end communication parameters (e.g., latency) and generates a synchronized predicted (current) avatar digital representation (i.e. avatar) of the users to be rendered in local rendering devices of Bob. A particular example of such scenario might be about gaming: Yong, Lukas, and Bob are playing baseball in an immersive mobile metaverse activity , and it is Yong’s turn to hit the ball that is going to be thrown by Lukas. If Yong hits the ball, then Bob can continue running since Yong and Bob are playing in the same team. In this example, the digital representation (e.g. avatar) predictive models of Lukas and Yong (deployed at the MECS close to Bob) will allow creating a combined synchronized prediction at Location 3 of Lukas throwing the ball and Yong reacting to the ball and hitting the ball so that Bob can start running without delays and can enjoy a great immersive mobile metaverse experience. ;POSSIBLE
22856-j00;5.9.3	Service Flows;3. 	Each of the edge computing servers applies the incoming data stream representing each of the far located users to the corresponding digital representation (e.g. avatar) predictive models – taking into account the current communication parameters/performance, e.g., latency – to create a combined, synchronized, and current digital representation of the remote users that is provided as input to rendering devices in the local environment.;POSSIBLE
22856-j00;5.9.5	Existing features partly or fully covering the use case functionality;“Based on operator policy, 5G system shall be able to provide means to predict and expose predicted network condition changes (i.e. bitrate, latency, reliability) per UE, to an authorized third party.” ;POSSIBLE
22856-j00;5.9.6	Potential New Requirements needed to support the use case;[PR 5.9.6.2] the 5G system shall provide a means to expose predicted network conditions, in particular, latency, between remote users.;POSSIBLE
22856-j00;5.10.1	Description;Mobile metaverse Physician Consultation. With the outbreak of COVID, virtual consultation through audio and video conference calls has gained considerable momentum. Mobile metaverse services enabled by tactile sensors along with video and audio media can provide a rich and successful experience to both physician and patient. The ability to perform mobile metaverse service consultation without the need for the doctors and patient to be physically co-located is an extremely efficient prospect. Doctors can potentially use mobile metaverse services to examine and interact with representations of aspects and views of the patient, and benefit from a plethora of medical advice database as shown in Figure-5.10.1-1.c. 5G communication is one the key factors to enable mobile metaverse service based physician consolation. Doctors and patients both need high throughput, ultra-reliable and low latency 5G communication for these services to succeed. [30, 32]. ;POSSIBLE
22856-j00;5.12.1	Description;For smooth experience, the motion-to-photon latency should be less than 20ms [48]. The motion-to-photon latency requires that the latency between the moment that players do one movement and the corresponding new videos shown in VR glasses and tactile from vibrating backpacks or haptic gloves should be less than 20ms. As the asynchrony between different modalities increases, users’ experience will decrease because uses are able to detect asynchronies. Therefore, the synchronisation among audio, visual and tactile is also very important. The synchronisation thresholds regarding audio, visual and tactile modalities measured by Hirsh and Sherrick are described as follows [49]. The obtained results vary, depending on the kind of stimuli, biasing effects of stimulus range, the psychometric methods employed, etc.;POSSIBLE
22856-j00;5.12.1	Description;-	visual-tactile stimuli: 30 ms when the video comes first and 20 ms when the tactile comes first to be perceived as being synchronous.;POSSIBLE
22856-j00;5.12.3	Service Flows;When someone or something touches Alice’s virtual human (e.g. Alice's virtual human's hand or back touches some virtual object or human in the mobile metaverse service), Alice can see the object and feel the temperature and weight of the object at the same time. For example, when a virtual leaf falls on the hand of Alice’s virtual human, Alice should see the leaf fall on her hand and sense the presence of a leaf at the same time. It means that the tactile impression from haptic gloves should come within 30ms after the video in VR glasses (assuming the video media precedes the haptic media.) Or, the video in VR glasses should come within 20ms if the tactile impression resulting from tactile media presented by the haptic gloves, if the tactile media precedes the video media.;POSSIBLE
22856-j00;5.12.6	Potential New Requirements needed to support the use case	;[PR 5.12.6-2]	The 5G system shall provide means to achieve low end-to-end round-trip latency (e.g., [20ms]).;POSSIBLE
22856-j00;5.22.2	Pre-conditions;3) Enough computing resources can be provided to the mobile metaverse live concert service and the 5G network is capable of providing sufficiently high throughput and low latency network transmission. ;POSSIBLE
22856-j00;5.23.1	Description;In mobile metaverse, spatial-temporal consistency for single user could mean, for example, dropping a virtual pen and seeing this pen fall subsequently. While for multiple players, this consistency could mean, for example, that one person cuts down a tree and other people see the tree falling down. This user experience requires the motion-to-photon latency in the range of 7 ms to 15ms [5] at least for a single user viewing the consequence of her own actions. Immersive VR requires the delivery of massive amount of data (in the order of Gigabyte) at ultra-low latency (less than 20 ms) [54].;POSSIBLE
22856-j00;5.23.2	Pre-conditions;There are about 12,000 players sign up for a popular game and appear simultaneously in a specific setting, such as Eve Online in 2021. Due to the limitations of the existing server processing, it is not possible to support such a large number of high concurrency, so the network and application server need to cooperate to support the distribution of visitors to other servers while ensuring low latency requirement by XR applications.;POSSIBLE
22856-j00;5.23.3	Service Flows;3. According to the cooperation agreement with application, 5G network will expose information to service providers, including the physical location and network delay of specific terminals or a group of terminals. The network delay includes the delay inside 5G system (UE to PSA UPF) and the latency information between PSA UPF and some potential servers.;POSSIBLE
22856-j00;5.23.3	Service Flows;5. The content information will be synchronized to the new server in real time. 5G network should support the ultra-low latency data transmission, potentially among multiple operators.;POSSIBLE
22856-j00;5.25.1	Description;In case of converged or hybrid network architecture, a single mobile metaverse user can access mobile metaverse services via 5GS using both 3GPP and non-3GPP accesses simultaneously. In such scenario, the metaverse traffic would need to be synchronized as it may be subject to varying latencies when routed over both 3GPP and non-3GPP access. Alternatively, a single mobile metaverse service can be accessed by multiple users across multiple access networks from a network operator.;POSSIBLE
22856-j00;5.25.6	Potential New Requirements;[P.R.-5.25.6-1] Subject to operator policy and user consent, 5G system shall be able to provide means to expose network performance information (e.g., bitrate, latency) to an authorized 3rd party metaverse application.;POSSIBLE
22865-j00;5.5.5	Existing features partly or fully covering use case functionality;The 5G system with satellite access shall support the use of satellite links between the radio access network and core network, by enhancing the 3GPP system to handle the latencies introduced by satellite backhaul.;POSSIBLE
22865-j00;5.5.6	Potential New Requirements needed to support the use case;[PR 5.5.6-001] Subject to regulatory requirements and operator’s policies, the 5G system with satellite access shall be able to support an efficient communication path and resource utilization for a UE using only satellites access, e.g. to minimize the latencies introduced by satellite links involved.;POSSIBLE
22865-j00;5.12.3	Service Flows;4. After receiving the positioning service request, the 5G network detects an error that the negotiated location delivery latency cannot be guaranteed. Then, it provides a lower position accuracy to ensure latency.;POSSIBLE
22865-j00;5.12.5	Existing features partly or fully covering use case functionality;Location Delivery Latency (Time to First Fix) is set at a maximum of 30 seconds from the time the user initiates an emergency service call to the time it is available at the location information center.;POSSIBLE
